year,party,debate,candidate,text,text_noun
2015,gop,2,TRUMP," one second. ok, more energy tonight. i like that. look  i didn't want it was my obligation as a businessman to my family, to my company, to my employees, to get along with all politicians. i get along with all of them, and i did a damn good job in doing it. go ahead. got along with everybody. wrong. don't make things up. jeb, don't make things up. come on. don't make things up. so, number one, they have to respect you. he has absolutely no respect for obama. zero. syria's a mess. you look at what's going on with isis in there, now think of this: we're fighting isis. isis wants to fight syria. why are we fighting isis in syria? let them fight each other and pick up the remnants. i would talk to him. i would get along with him. i believe and i may be wrong, in which case i'd probably have to take a different path, but i would get along with a lot of the world leaders that this country is not getting along with. we don't get along with china. we don't get along with the heads of mexico.",
2015,gop,2,TRUMP," we don't get along with anybody, and yet, at the same time, they rip us left and right. they take advantage of us economically and every other way. we get along with nobody. i will get along i think with putin, and i will get along with others, and we will have a much more stable stable world. i believe that i will get along we will do between that, ukraine, all of the other problems, we won't have the kind of problems that our country has right now with russia and many other nations. i wouldn't have drawn the line, but once he drew it, he had no choice but to go across. they do bear some responsibility, but i think he probably didn't do it, not for that reason. somehow, he just doesn't have courage. there is something missing from our president. had he crossed the line and really gone in with force, done something to assad if he had gone in with tremendous force, you wouldn't have millions of people displaced all over the world. they had a responsibility, absolutely. i think we have three of them here  i think they had a responsibility, yes.",
2015,gop,2,TRUMP," jeb, just  i think it will haunt him. i think it's a terrible. i think it's going to haunt him absolutely. he came back later and he said he misspoke. there was no question because i heard when he said the statement. i was watching and he said the statement. and i said, wow, i can't believe it. i will take care of women. i respect women. i will take care of women. one thing we will say and i would like to get back to the iran situation. we're talking about iran. the agreement was terrible. it was incompetent. i've never seen anything like it. one of the worst contracts of any kind i've ever seen. and nobody ever mentions north korea where you have this maniac sitting there and he actually has nuclear weapons and somebody better start thinking about north korea and perhaps a couple of other places. but certainly north korea. and ted and i have spoken. we've a lot of us have spoken. we're talking about iran. they are bad actors, bad things are going to happen. but in the meantime, you have somebody right now in north korea who has got nuclear weapons and who is saying almost every other week, i'm ready to use them.",
2015,gop,2,TRUMP," and we don't even mention it. so why didn't you say it? why didn't you say it? i know, but why did you say it? i heard it myself. why did you say it? you said you're going to cut funding for women's health. you said it. you said it. i think she's got a beautiful face, and i think she's a beautiful woman. correct. first of all, i want to build a wall, a wall that works. so important, and it's a big part of it. second of all, we have a lot of really bad dudes in this country from outside, and i think chris knows that, maybe as well as anybody. they go, if i get elected, first day they're gone. gangs all over the place. chicago, baltimore, no matter where you look. we have a country based on laws. i will make sure that those laws are adhered to. these are illegal immigrants. i don't think you'd even be asking this question if i didn't run because when i ran, and i brought this up, my opening remarks at trump tower, i took heat like nobody has taken heat in a long time. and, then they found out with the killing of katie, from san francisco, and so many other crimes, they found out that i was right.",
2015,gop,2,TRUMP," and, most people, many people, apologized to me. i don't think you'd even be talking about illegal immigration if it weren't for me. so, we have a country of laws, they're going to go out, and they'll come back if they deserve to come back. if they've had a bad record, if they've been arrested, if they've been in jail, they're never coming back. we're going to have a country again. right now, we don't have a country, we don't have a border, and we're going to do something about it, and it can be done with proper management, and it can be done with heart. by the way, i agree with with what chris is saying, but, i will say this. illegal immigration is costing us more than $200 billion dollars a year just to maintain what we have. correct. well, i have to tell you, i hear phenomenal things. i hear your wife is a lovely woman  i don't know her, and this is a total mischaracterization  good. no, i won't do that, because i've said nothing wrong. but i do hear she's a lovely woman. jeb said that they come into our country as an act of love.",
2015,gop,2,TRUMP," with all of the problems we that we have, in so many instances we have wonderful people coming in. but with all of the problems this is not an act of love. he's weak on immigration by the way, in favor of common core, which is also a disaster, but weak on immigration. he doesn't get my vote. not with this intensity. as i said, we are spending $200 billion we are spending $200 billion a year on maintaining what we have. we will move them out. the great ones will come back, the good ones will come back. they'll be expedited, they'll be back, they'll come back legally. we'll have a country they'll come back, legally. well, i think it's wonderful and all, but i did it a little bit half-heartedly, but i do mean it to a large extent. we have a country, where, to assimilate, you have to speak english. and i think that where he was, and the way it came out didn't sound right to me. we have to have assimilation to have a country, we have to have assimilation. i'm not the first one to say this, dana.",
2015,gop,2,TRUMP," we've had many people over the years, for many, many years, saying the same thing. this is a country where we speak english, not spanish. this is a reporter, not a highschool kid. well, first of all, the the 14th amendment says very, very clearly to a lot of great legal scholars not television scholars, but legal scholars that it is wrong. it can be corrected with an act of congress, probably doesn't even need that. a woman gets pregnant. she's nine months, she walks across the border, she has the baby in the unitedstates, and we take care of the baby for 85 years. i don't think so. and by the way, mexico and almost every other country anywhere in the world doesn't have that. we're the only ones dumb enough, stupid enough to have it. and people and by the way, this is not just with respect to mexico. they are coming from asia to have babies here, and all of a sudden, we have to take care of the babies for the life of the baby. the 14th amendment, it reads properly, you can go and it's probably going to be have to be check go through a process of court, probably ends up at the supreme court, but there are a lot of great legal scholars that say that is not correct.",
2015,gop,2,TRUMP," and in my opinion, it makes absolutely no we're the only one of the only countries, we're going to take care of those babies for 70, 75, 80, 90 years? i don't think so. i agree 100 percent, by the way, with carly on the fact that the democrats do not want to solve this problem, for the obvious reasons, but they do not. but i believe that a reading of the 14th amendment allows you to have an interpretation where this is not legal and where it can't be done. i've seen both sides, but some of the greatest scholars agree with me, without having to go through congress. if you do go through congress, you can absolutely solve the problem. that's true, sure. well  let me well, let me just explain. the head of the yale business school, jeffrey sonnenfeld, wrote a paper recently, one of the worst tenures for a ceo that he has ever seen, ranked one of the top 20 in the history of business. the company is a disaster and continues to be a disaster. they still haven't recovered. in fact, today, on the front page of the wallstreet journal, they fired another 25 or 30,000 people saying we still haven't recovered from the catastrophe.",
2015,gop,2,TRUMP," when carly says the revenues went up, that's because she bought compaq, it was a terrible deal, and it really led to the destruction of the company. now one other company before that was lucent. carly was at lucent before that. and lucent turned out to be a catastrophe also. so i only say this. she can't run any of my companies. that i can tell you. i never filed for bankruptcy. i'll tell you why; it's very simple. i'll tell you. i was running  carly, carly  i've made over $10 billion. i had a casino company caesars just filed for bankruptcy. chris will tell you it's not chris' fault either but almost everybody in atlantic city is either in trouble or filed for maybe i'll blame chris. but atlantic city is a disaster  wait a minute, carly. wait. i let you speak. atlantic city is a disaster, and i did great in atlantic city. i knew when to get out. my timing was great. and i got a lot of credit for it. many of the great business people that you know and carl icon (ph) is going to work with me on making great deals for this country.",
2015,gop,2,TRUMP," but whether it's carl or so many others that we read about all the time  they have used the laws of the land, which is the     well, i'd like to respond, i'd like to respond  well, i think the thing about the flat tax, i know it very well. what i don't like is that if you make $200 million a year, you pay ten percent, you're paying very little relatively to somebody that's making $50,000 a year, and has to hire h&r block to do the because it's so complicated. one thing i'll say to ben is that we've had a graduated tax system for many years, so it's not a socialistic thing. what i'd like to do, and i'll be putting in the plan in about two weeks, and i think people are going to like it, it's a major reduction in taxes. it's a major reduction for the middleclass. the hedge fund guys won't like me as much as they like me right now. i know them all, but they'll pay more. i know people that are making a tremendous amount of money and paying virtually no tax, and i think it's unfair. well, i heard hugh hewitt, a nice man, he apologized because he actually said that we had a misunderstanding.",
2015,gop,2,TRUMP," and he said today that trump is maybe the best interview there is anywhere that he has ever done. now unless he was just saying that on cnn to be nice, but he did say that     and we had a legitimate misunderstanding in terms of his pronunciation of a word. but i would say just  well, i think it was. and he actually said that. did you say that? ok. so i will say this, though, hugh was giving me name after name, arab name, arab name, and there are few people anywhere, anywhere that would have known those names. i think he was reading them off a sheet. and frankly i will have and i told him, i will have the finest team that anybody has put together and we will solve a lot of problems. you know, right now they know a lot and look at what is happening. the world is blowing up around us. we will have great teams and great people. i hope that answers your question. i mean, you are in the senate, but i hope that answers your question. no, i don't think he's suggesting that at all. i mean     i don't think he's suggesting that at all.",
2015,gop,2,TRUMP," well, you have to understand, i am not sitting in the unitedstates senate with, by the way, the worst voting record there is today. number one. i am not sitting in the unitedstates senate. i'm a businessman doing business transactions. i am doing business transactions. i will know more about this and, as you said, that was very acceptable, and when you listen to that whole interview, it's a great interview, you said it, i didn't. well, now i did. but     listen, just one second. just one second. i will know   i will know more about the problems of this world by the time i sit, and you look at what's going in this world right now by people that supposedly know, this world is a mess. (inaudible)  (inaudible) i'm and i'm meeting with people that are terrific people, but i have to say something because it's about judgment. i am the only person on this dais the only person that fought very, very hard against us (ph), and i wasn't a sitting politician going into iraq, because i said going into iraq that was in 2003, you can check it out, check out i'll give you 25 different stories.",
2015,gop,2,TRUMP," in fact, a delegation was sent to my office to see me because i was so vocal about it. i'm a very militaristic person, but you have to know when to use the military. i'm the only person up here that fought against going into iraq. just excuse me, one second, rand  if you don't mind, rand you know, you are on last you do have your 1 percent. i would like and i think it's very important. i think it's important, because it's about judgment. it's about judgment. i didn't want to go into iraq, and i fought it, because what i said what i said was you're going to you're going to destabilize the middle east, and that's what happened. if you think about it  your brother and your brother's administration gave us obama, because it was such a disaster, those last three months, that abraham lincoln couldn't have been elected. i don't know. you feel safe right now? i don't feel so safe. or the collapse of the economy. speaking for myself, i'm ok with it. i think there's a certain truth to it.",
2015,gop,2,TRUMP," i know people that, frankly, it has no impact on their life whatsoever. there are many people. i would almost say leave it up to them, but i would be willing to check it off, and say i will not get socialsecurity. i do not  as a policy, i would almost leave it up to the people. don't forget they pay in and they pay in, and maybe they do well, and maybe some people want it. but the fact is that there are people that truly don't need it, and there are many people that do need it very, very badly. and i would be willing to write mine off 100 percent, dana. well, i i i'd like to respond. i'd like to respond. autism has become an epidemic. twenty-five years ago, 35 years ago, you look at the statistics, not even close. it has gotten totally out of control. i am totally in favor of vaccines. but i want smaller doses over a longer period of time. because you take a baby in and i've seen it and i've seen it, and i had my children taken care of over a long period of time, over a two or three year period of time.",
2015,gop,2,TRUMP," same exact amount, but you take this little beautiful baby, and you pump i mean, it looks just like it's meant for a horse, not for a child, and we've had so many instances, people that work for me. just the other day, two years old, two and a half years old, a child, a beautiful child went to have the vaccine, and came back, and a week later got a tremendous fever, got very, very sick, now is autistic. i only say it's not i'm in favor of vaccines, do them over a longer period of time, same amount. but just in in little sections. i think and i think you're going to have i think you're going to see a big impact on autism. and that's all i'm saying, jake. that's all i'm saying. well, because she's been sitting for three hours, i think my daughter, ivanka, who's right here. other than that we'll go with rosa parks. i like that. humble. male: that's a good one. if i become president, we will do something really special. we will make this country greater than ever before. we'll have more jobs.",
2015,gop,2,TRUMP," we'll have more of everything. we were discussing disease, we were discussing all sorts of things tonight, many of which will just be words, it will just pass on. i don't want to say politicians, all talk, no action. but a lot of what we talked about is words and it will be forgotten very quickly. if i'm president, many of the things that we discussed tonight will not be forgotten. we'll find solutions. and the world will respect us. they will respect us like never before. and it will be actually a friendlier world. and i have to say, it is a great honor to be here tonight.",
2015,gop,2,WALKER,"  good evening, i'm scott walker, and tonight, i want to thank and mrs. reagan, and the reagan library for hosting us. you see, in my lifetime, the greatest president was a governor from california. ronald reagan knew how to go big, and go bold. he understood the essence of moving this country forward, and that's what i did when i took on the status quo in my state, and the washington based special interest. now, more than ever, america needs a leader who will go big and bold again. someone who's been tested. i'm ready to be that leader. thank you. but jake, jake, jake, jake  but jake, this this is this  two parts to that, one on china, one back for a second on iran. when it comes to china, why would we be giving an official state visit to a country that's been involved in a massive cyber attack against the unitedstates? that's not just a visit, that's a 21 gun salute on the south lawn of the whitehouse. it just doesn't make any sense. if we're ever going to send a message to them, wouldn't this be the time, when they've issued this, sort of, massive attack against us?",
2015,gop,2,WALKER," and, jake, for the question, i was one of the first ones to call for terminating the bad deal with iran on day one. the president came after me and said i need to bone up. you know, the president who called isis the jv squad said i needed to bone up. the reality is it's a bad deal on day one, and it's a bad deal because this president has allowed iran to go closer, and closer. i'd love to play cards with this guy because obama folds on everything with iran. we need a leader who's going to stand up, and actually (inaudible)  jake, just one more moment. this is there's something bigger to this. now, i like so many other governors here, i defunded plannedparenthood four-and-a-half years ago, in a blue state. but it's bigger than that. we did that in a blue state, we took the money and put it into women's health, so we did exactly what we're talking about here. but i think the bigger issue here is we should be able to do this nationally, and this is precisely why so many republicans are upset with washington.",
2015,gop,2,WALKER," they see the house and they see the senate and they say why can't we pass this. why can't we defund planned put it in a spending bill. forget about the 60-vote rule, there's no reason and the constitution doesn't call for 60 votes. pass it with 51 votes, put it on the desk of the president  and go forward and actually make a point. this is why  people are upset with washington. so, the best way to help people see their wages go up is to get them the education, the skill they need, to take on careers that pay more than minimum wage. and, it's why we talk about it, it's all about jobs. you want to help actually get jobs, it's why on that last question we were trying to jump in on taxes. to me, it's not just about taxes, cutting taxes. i've done it as much as anyone has. i've cut incometaxes, i've cut property taxes. in fact, property taxes are lower today in my state than they were before we took office. the real issues about jobs. ronald reagan, our plan is based on the ronald reagan tax cuts of 1986.",
2015,gop,2,WALKER," that brought about one of the longest sustained periods of economic growth in american history. all the things we should be talking about tonight are about how do we create jobs, helping people get the skills and the education qualifications they need to succeed. that's the way you help people create jobs. it's part of our large plan to reform the taxcode, to cut taxes, to put in place an education system that gives people the skills and education that they need. to put in place all the above energy policy, but you start on day one with repealing obamacare. i'm the only one on this stage that's actually got a plan, introduced an actual plan to repeal obamacare on day one. i'll send a bill up to congress, and to make sure enact it   i'm going to sign an order that makes the congress live by the same rules as everybody else. that will ensure they repeal obamacare   jake, jake, jake, i just want to address that issue because you said i didn't answer, and i did. i said, to me, i think the real focus shouldn't be you know, clinton talks about the minimum wage.",
2015,gop,2,WALKER," that's her answer to grow the economy. the answer is to give people the skills and the education so they make far more than minimum wage. i don't want to argue about how low things are going to be, i want to talk about how do we lift everyone up in america. that's what reagan talked about. it wasn't how bad things were, it was how to make it better for everyone. that's what we've done in wisconsin, that's exactly what we'd do as : that's because of barack that's because of obama. : that's because of obama. we've had a president who called isis the j.v. squad, yemen a success story, iran a place we can do business with. it's not because of george w. bush; it's because of obama  (inaudible) on that point, though, whether it's whether we're talking about national security, foreignpolicy or we're talking about domestic policy, the key the key issue here is talking about leadership. now, there's a lot of greater people up here, and you've heard a lot of great ideas out there.",
2015,gop,2,WALKER," but i would ask the americanpeople, look at who's been tested. when there were 100,000 protesters in my capital, i didn't back down, when they issued death threats against me and threats against my family, i didn't back down, when they tried to recall me, i didn't back down, and when they made me the one of their number-one targets last year, i didn't back down. give me the chance to be your president. i won't back down on any of these issues. to be clear, what i said the other day was that we need to lift the political restrictions that are already in play. obama's administration has put political restrictions on the military personnel already in iraq. we need to lift those and then we need to listen to our military experts, not the political forces in the whitehouse, but our military experts about how many more we sent in. and we certainly shouldn't have a commander-in-chief who sends a message to our adversaries as to how far we're going to go, and how far we're willing to fight, so i'm not putting a troop number.",
2015,gop,2,WALKER," what i'm saying is lift the political restrictions. when you do that, you empower our military personnel already there to work with the kurd and the sunni allies, to reclaim the territory taken by isis. and to do so in a way that allows that isis doesn't go back in syria, as we were just talking about here. that is the fundamental problem going forward. we have a president and clinton was a part of this, by the way, who has made political decisions for our men and women in uniform. i want the men and women at home to know, if i'm commander-in-chief, i will only send you into harm's way when our national security is at risk. and if we do, you know you'll have our full support, the support of the americanpeople, and you'll have a clear path for victory. a lot of those people, though, and i'm going to echo what senator rubio just said. this is an issue where, we're talking about my state, it's thousands of manufacturing jobs. thousands of manufacturing jobs for a rule the obama administration, own epa has said will have a marginal impact on climate change.",
2015,gop,2,WALKER," so we're going to put thousands and thousands of jobs in my state, i think it's something like 30,000 in ohio, other states across this country, we're going to put people manufacturing jobs, the kind of jobs that are far greater than minimum wage, this administration is willing to put at risk for something its own epa says is marginal (ph)  first of all, i got to say to carson, huckabee, thanks a lot for making the rest of us look like chumps up here, but, i'd pick clara barton. i once worked for the american red cross, she was a great founder of the red cross. harley. i love riding harley's. well, i turned 13 years old two days before ronald reagan was first elected. a lot of people forget this, but just a few days before that election 1980, he was behind in the polls. and i think what changed things was people in america realized they didn't want to hear what was bad about america, they wanted to know how it was going to be better. ronald reagan wasn't just a conservative republican, he was an eternal optimist in the americanpeople.",
2015,gop,2,WALKER," and i am too. so here's what i think will make america better. we need to live in a world where our children are free, are free from the threats of radical islamic terrorism. we need to live in an america where we have an economy, where everyone can live their piece of the american dream, no matter what that dream is. and we need to live in an america where we have a federal government that is not too big to fail, but ultimately small enough to succeed, where we send powers back to the states and back to the people. that's what i did in wisconsin. we took on the biggovernment union bosses, the biggovernment special interests, many of whom came in from washington, to spend millions of dollars to try and take me out because we stood up to them, we didn't back down in any of those instances. if you give me the chance as your next president, i won't back down any day, anyway, anyhow. i'll fight and win for you and your families every single day i'm in office.",
2015,dem,1,CHAFEE,"  thank you, anderson. thank you, cnn, and thank you facebook for organizing this debate. not only will americans be electing a new president next year, we also will be electing a world leader. voters should assess the candidate's experience, character and vision for the future as they make this important decision. i'm the only one running for president that has been a mayor, a unitedstates senator, and a governor. as mayor, i brought labor peace to my city and kept taxes down. i was reelected three times. as a senator, i earned a reputation for courageous votes against the bush-cheney tax cuts the favored the wealthy, against the tragedy of the iraq war, for environmental stewardship, for protection of our civil liberties. i served on the foreign relations committee and i chaired the middle east subcommittee for four years. as governor, i came in at the depths of the recession and we turned my state around. rhode island had the biggest drop of the unemployment rate over my four budgets of all but one state.",
2015,dem,1,CHAFEE," it happens to be nevada, where we're having this debate. i'm very proud that over my almost 30 years of public service, i have had no scandals. i've always been honest. i have the courage to take the long-term view, and i've shown good judgment. i have high ethical standards. as we look to the future, i want to address the income inequality, close the gap between the haves and the have-nots. i want to address climate change, a real threat to our planet. and i believe in prosperity through peace. i want to end these wars. i look forward to the discussion ahead. thank you    anderson, you're looking at a block of granite when it comes to the issues. whether it's...      did you hear what i said? on the issues. i have not changed on the issues. i was a liberal republican, then i was an independent, and now i'm a proud democrat. but i have not changed on the issues. and i open my record to scrutiny. whether it's on the environment, a woman's right to choose, gay marriage, fiscal responsibility, aversion to foreign entanglements, using the tools of government to help the less fortunate.",
2015,dem,1,CHAFEE," time and time again, i have never changed. you're looking at a block of granite when it comes to the issues. so i have not changed. the party left me. there's no doubt about that. there was no room for a liberal moderate republican in that party. i even had a primary for my reelection in 2006. i won it. but the money poured in to defeat me in rhode island as a republican. that's what we were up against. yes, i have a good record of voting for gun commonsense safety legislation, but the reality is, despite these tragedies that happen time and time again, when legislators step up to pass commonsense gun safety legislation, the gun lobby moves in and tells the people they're coming to take away your guns. and, they're successful at it, in colorado and others states, the legislators that vote for commonsense gun safety measures then get defeated. i even saw in rhode island. so, i would bring the gun lobby in and say we've got to change this. where can we find common ground? wayne lapierre from the nra, whoever it is, the leaders.",
2015,dem,1,CHAFEE," come one, we've go to change this. we're not coming to take away your guns, we believe in the second amendment, but let's find common ground here. well, we just heard senator sanders say that it's the worst decision in american history. that's very significant, the worst decision in american history, i just heard from senator sanders. so, as we look ahead, if you're going to make those poor judgment calls, a critical time in our history, we just finished with the vietnam era, getting back into another quagmire -- if you're looking ahead, and you're looking at someone who made that poor decision in 2002 to go into iraq when there was no real evidence of weapons of mass destruction in iraq -- i know because i did my homework, and, so, that's an indication of how someone will perform in the future. and that's what's important. ok. i just have to answer one thing that senator webb said about the iran deal, because i'm a strong proponent of what obama -- and he said that because of that the iran deal that enabled russia to come in.",
2015,dem,1,CHAFEE," no, that's not true, senator webb. i respect your foreignpolicy chops. but russia is aligned with iran and with assad and the alawite shias in syria. so that iran deal did not allow russia to come in. it's certainly the chaos in the middle east. there's no doubt about it. and it all started with the iraq invasion. absolutely. we have to repair american credibility after we told the world that saddam hussein had weapons of mass destruction, which he didn't. so there's an issue of american credibility out there. so any time someone is running to be our leader, and a world leader, which the american president is, credibility is an issue out there with the world. and we have repair work to be done. i think we need someone that has the best in ethical standards as our next president. that's how i feel. the glass-steagall was my very first vote, i'd just arrived, my dad had died in office, i was appointed to the office, it was my very first vote. i'd just arrived at the senate. i think we'd get some takeovers, and that was one.",
2015,dem,1,CHAFEE," it was my very first vote, and it was 92-5. it was the... but let me just say... i think you're being a little rough. i'd just arrived at the unitedstates senate. i'd been mayor of my city. my dad had died. i'd been appointed by the governor. it was the first vote and it was 90-5, because it was a conference report. but let me just say about income inequality. we've had a lot of talk over the last few minutes, hours, or tens of minutes, but no one is saying how we're going to fix it. and it all started with the bush tax cuts that favored the wealthy. so let's go back to the taxcode. and 0.6 percent of americans are at the top echelon, over 464,000, 0.6 americans. that's less than 1 percent. but they generate 30 percent of the revenue. and they're doing fine. so there's still a lot more money to be had from this top echelon. i'm saying let's have another tier and put that back into the tax bracket. and that will generate $42 billion. and then we can help the middleclass and hard-earning americans -- hard-working americans.",
2015,dem,1,CHAFEE," no, that was another 99 to one vote for the patriot act, and it was seen as at the time modernizing our ability to do what we've always done to tap phones which always required a warrant. and i voted for that. no, no. as long as you're getting a warrant, i believe that under the fourth amendment, you should be able to do surveillance, but you need a warrant. that's what the fourth amendment says. and in the patriot act, section 215 started to get broadened too far. so i would be in favor of addressing and reforming section 215 of the patriot act. no, i would bring him home. the courts have ruled that what he did -- what he did was say the american...      ... the american government was acting illegally. that's what the federal courts have said; what snowden did showed that the american government was acting illegally for the fourth amendment. so i would bring him home. certainly, ending the wars. we've got to stop these wars. you have to have a new dynamic, a new paradigm. we just spent a half-billion dollars arming and training soldiers, the rebel soldiers in syria.",
2015,dem,1,CHAFEE," they quickly join the other side. we bombed the... i'd like to finish my question -- my answer. and also we just bombed a hospital. we've had drone strikes that hit civilian weddings. so i would change how we -- our approach to the middle east. we need a new paradigm in the middle east. i guess the coal lobby. i've worked hard for climate change and i want to work with the coal lobby. but in my time in the senate, tried to bring them to the table so that we could address carbon dioxide. i'm proud to be at odds with the coal lobby. thank you, anderson. thank you, cnn. and thank you, facebook, for sponsoring this debate. america has many challenges confronting us -- ending the perpetual wars, addressing climate change, addressing income inequality, funding education, funding infrastructure, funding healthcare, helping black americans, helping native americans. we have many challenges. who is best able to confront these challenges? i've served in government at many levels. i know what it's like to solve problems at the local level because i did it as mayor.",
2015,dem,1,CHAFEE," i know how to get legislation passed through congress because i did it as a senator. i know how to turn around a state because i did as governor of rhode island. but what i'm most proud of is that in 30 years of public service, i have had no scandals. i have high ethical standards. and what i'm most proud of is my judgment, particularly in the iraq war vote. there was a lot of pressure -- political pressure, public pressure. but i did my homework and i did not believe that the evidence was there that saddam hussein had weapons of mass destruction. and we live now with the consequences. so that kind of judgment is what we want in a president going forward. and i'm running for president to end the wars. i want to be the peacemaker. i am a proven peacemaker. please go to chafee 2016 to learn more about me. thank you.  ",
2015,dem,1,CLINTON,"  well, thank you, and thanks to everyone for hosting this first of the democratic debates. i'm clinton. i have been proud and privileged to serve as first lady, as a senator from new york, and as secretary of state. i'm the granddaughter of a factory worker and the grandmother of a wonderful one-year-old child. and every day, i think about what we need to do to make sure that opportunity is available not just for her, but for all of our children. i have spent a very long time -- my entire adult life -- looking for ways to even the odds to help people have a chance to get ahead, and, in particular, to find the ways for each child to live up to his or her god-given potential. i've traveled across our country over the last months listening and learning, and i've put forward specific plans about how we're going to create more good-paying jobs: by investing in infrastructure and clean energy, by making it possible once again to invest in science and research, and taking the opportunity posed by climate change to grow our economy.",
2015,dem,1,CLINTON," at the center of my campaign is how we're going to raise wages. yes, of course, raise the minimum wage, but we have to do so much more, including finding ways so that companies share profits with the workers who helped to make them. and then we have to figure out how we're going to make the tax system a fairer one. right now, the wealthy pay too little and the middleclass pays too much. so i have specific recommendations about how we're going to close those loopholes, make it clear that the wealthy will have to pay their fair share, and have a series of tax cuts for middle-class families. and i want to do more to help us balance family and work. i believe in equal pay for equal work for women, but i also believe it's about time we had paid family leave for american families and join the rest of the world. during the course of the evening tonight, i'll have a chance to lay out all of my plans and the work that i've done behind them. but for me, this is about bringing our country together again.",
2015,dem,1,CLINTON," and i will do everything i can to heal the divides -- the divides economically, because there's too much inequality; the racial divides; the continuing discrimination against the lgbt community -- so that we work together and, yes, finally, fathers will be able to say to their daughters, you, too, can grow up to be president. well, actually, i have been very consistent. over the course of my entire life, i have always fought for the same values and principles, but, like most human beings -- including those of us who run for office -- i do absorb new information. i do look at what's happening in the world. you know, take the trade deal. i did say, when i was secretary of state, three years ago, that i hoped it would be the gold standard. it was just finally negotiated last week, and in looking at it, it didn't meet my standards. my standards for more new, good jobs for americans, for raising wages for americans. and i want to make sure that i can look into the eyes of any middle-class american and say, 'this will help raise your wages.'",
2015,dem,1,CLINTON," and i concluded i could not. no. i think that, like most people that i know, i have a range of views, but they are rooted in my values and my experience. and i don't take a back seat to anyone when it comes to progressive experience and progressive commitment. you know, when i left law school, my first job was with the children's defense fund, and for all the years since, i have been focused on how we're going to un-stack the deck, and how we're gonna make it possible for more people to have the experience i had. you know, to be able to come from a grandfather who was a factory worker, a father who was a smallbusiness person, and now asking the people of america to elect me president. i'm a progressive. but i'm a progressive who likes to get things done. and i know...  ...how to find common ground, and i know how to stand my ground, and i have proved that in every position that i've had, even dealing with republicans who never had a good word to say about me, honestly. but we found ways to work together on everything from...    ...reforming foster care and adoption to the children's healthinsurance program, which insures...    ...8 million kids.",
2015,dem,1,CLINTON," so i have a long history of getting things done, rooted in the same values... ...i've always had. clinton: 'i'm a progressive that likes to get things done'    well, let me just follow-up on that, anderson, because when i think about capitalism, i think about all the smallbusinesses that were started because we have the opportunity and the freedom in our country for people to do that and to make a good living for themselves and their families. and i don't think we should confuse what we have to do every so often in america, which is save capitalism from itself. and i think what senator sanders is saying certainly makes sense in the terms of the inequality that we have. but we are not denmark. i love denmark. we are the unitedstates of america. and it's our job to rein in the excesses of capitalism so that it doesn't run amok and doesn't cause the kind of inequities we're seeing in our economic system. but we would be making a grave mistake to turn our backs on what built the greatest middleclass in the history...    ... of the world.",
2015,dem,1,CLINTON," no, not at all. i think that we have to look at the fact that we lose 90 people a day from gun violence. this has gone on too long and it's time the entire country stood up against the nra. the majority of our country...  ... supports background checks, and even the majority of gun owners do. senator sanders did vote five times against the brady bill. since it was passed, more than 2 million prohibited purchases have been prevented. he also did vote, as he said, for this immunity provision. i voted against it. i was in the senate at the same time. it wasn't that complicated to me. it was pretty straightforward to me that he was going to give immunity to the only industry in america. everybody else has to be accountable, but not the gun manufacturers. and we need to stand up and say: enough of that. we're not going to let it continue. well, first of all, we got a lot of business done with the russians when medvedev was the president, and not putin. we got a nuclear arms deal, we got the iranian sanctions, we got an ability to bring important material and equipment to our soldiers in afghanistan.",
2015,dem,1,CLINTON," there's no doubt that when putin came back in and said he was going to be president, that did change the relationship. we have to stand up to his bullying, and specifically in syria, it is important -- and i applaud the administration because they are engaged in talks right now with the russians to make it clear that they've got to be part of the solution to try to end that bloody conflict. and, to -- provide safe zones so that people are not going to have to be flooding out of syria at the rate they are. and, i think it's important too that the unitedstates make it very clear to putin that it's not acceptable for him to be in syria creating more chaos, bombing people on behalf of assad, and we can't do that if we don't take more of a leadership position, which is what i'm advocating. ...well, nobody does. nobody does, senator sanders. well, i recall very well being on a debate stage, i think, about 25 times with then senator obama, debating this very issue. after the election, he asked me to become secretary of state.",
2015,dem,1,CLINTON," he valued my judgment, and i spent a lot of time with him...  ...in the situation room, going over some very difficult issues. you know, i -- i agree completely. we don't want american troops on the ground in syria. i never said that. what i said was we had to put together a coalition -- in fact, something that i worked on before i left the state department -- to do, and yes, that it should include arabs, people in the region. because what i worry about is what will happen with isis gaining more territory, having more reach, and, frankly, posing a threat to our friends and neighbors in the region and far beyond. so i think while you're talking about the tough decision that obama had to make about osama bin laden, where i was one of his few advisers, or putting together that coalition to impose sanctions on iran -- i think i have a lot of evidence...      well, first of all, i...    well, i am in the middle, here, and...    lots of things coming from all directions. you know, i have to say, i was very pleased when governor o'malley endorsed me for president in 2008, and i enjoyed his strong support in that campaign.",
